,Environment Feature,,,,,,,,Vehicle Feature,,,,,,,,,,,,,,,,,,,
3357,20,20,86,40,81,76,35,44,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,103.1583786,0,13,5,X,"145,390,522,542
",85.09803922,0,0,vehicle.citroen.c3,0,50.41038132,0,20,20
3358,3,40,54,36,85,82,45,73,350.3571429,100,65.88235294,vehicle.audi.a2,0.064033017,1.227260232,5.21E-11,19,5,X,"351,472,563,541
",65.88235294,100,350.3571429,vehicle.citroen.c3,0,72.97639465,0,16,16
3359,14,98,70,70,88,32,80,3,0,0,42.74509804,vehicle.bmw.grandtourer,0,61.22193146,0,18,5,X,"15,428,320,542
",42.74509804,0,0,vehicle.nissan.patrol,0,-178.7727051,0,18,18
3360,18,5,9,39,94,62,64,39,0,100,100,vehicle.toyota.prius,-0.002226642,-88.58644104,0.00342434,6,5,X,"642,323,947,545
",100,100,0,vehicle.bmw.grandtourer,0,1.227262974,0,19,19
3361,23,52,80,25,3,46,56,62,350.3571429,100,65.88235294,vehicle.audi.a2,0.064108156,82.77178955,0,14,5,X,"37,409,414,542
",65.88235294,100,350.3571429,vehicle.audi.a2,0.064108156,1.227260351,0,25,25
3362,16,8,33,38,21,79,88,15,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,-0.000764981,-54.55211639,0.002615162,14,5,X,"1152,422,1312,541
",73.33333333,13.36898396,69.6,vehicle.audi.tt,-0.002506679,-89.99839783,-1.827819824,16,16
3363,10,24,93,35,14,23,43,35,0,0,95.29411765,vehicle.nissan.micra,0,1.227262974,0,18,5,X,"408,472,616,540
",95.29411765,0,0,vehicle.audi.etron,0,1.227262974,0,16,16
3364,12,98,44,56,4,100,74,90,350.3571429,100,65.88235294,vehicle.audi.etron,0,-178.7727051,0,21,5,X,"540,481,740,541
",65.88235294,100,350.3571429,vehicle.citroen.c3,0.001755359,-100.959816,0.004761978,10,10
3365,18,70,40,59,19,41,74,47,0,0,95.29411765,vehicle.nissan.micra,-0.04378834,1.23690474,0.010670975,19,5,X,"1123,482,1283,540
",95.29411765,0,0,vehicle.nissan.micra,0,96.28227997,0,11,11
3366,21,91,19,98,69,97,90,17,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,65.14012146,0,18,5,X,"0,440,296,542
",83.92156863,80.37383178,233.372093,vehicle.tesla.model3,-0.002349585,1.227255702,0.000356769,17,17
3367,18,71,81,0,6,51,82,94,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0.001570943,-97.50775146,0.00488954,9,5,X,"901,405,1123,543
",40.39215686,83.49514563,226.0465116,vehicle.chevrolet.impala,-0.025510754,1.228230476,0.022368999,17,17
3368,15,21,14,47,44,98,63,9,0,0,85.09803922,vehicle.citroen.c3,-0.001345547,1.227255464,0.000518275,15,5,X,"778,468,959,541
",85.09803922,0,0,vehicle.seat.leon,0,1.227262974,0,23,23
3369,14,58,76,90,84,71,15,54,350.3571429,100,65.88235294,vehicle.audi.a2,0.064060338,1.227261186,0,16,5,X,"701,473,873,541
",65.88235294,100,350.3571429,vehicle.seat.leon,0,50.41038132,0,20,20
3370,5,68,17,44,63,90,100,52,0,100,100,vehicle.toyota.prius,0.031166151,-89.99785614,-1.066588998,15,5,X,"1289,447,1553,542
",100,100,0,vehicle.audi.tt,0.000129774,-118.2202988,0.000139179,13,13
3371,21,4,40,3,39,64,42,36,0,0,95.29411765,vehicle.nissan.micra,0,67.09921265,0,17,5,X,"161,444,393,541
",95.29411765,0,0,vehicle.volkswagen.t2,-0.000423472,1.227253556,0.000567309,15,15
3372,5,81,20,6,16,94,28,37,0,100,100,vehicle.toyota.prius,0.000102453,1.227263331,1.37E-08,18,5,X,"596,480,797,541
",100,100,0,vehicle.volkswagen.t2,0.003066755,-178.7726898,-0.001281738,19,19
3373,2,15,63,16,24,71,24,49,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-88.58644104,0,4,5,X,"844,23,1378,548
",28.62745098,83.56164384,0,vehicle.audi.etron,0,1.227262974,0,21,21
3374,14,91,88,69,89,47,69,77,0,0,95.29411765,vehicle.nissan.micra,0,99.72032166,0,13,5,X,"170,415,533,541
",95.29411765,0,0,vehicle.nissan.patrol,0,1.227262974,0,22,22
3375,19,75,54,85,13,68,37,31,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,116.9104309,0,14,5,X,"425,444,708,542
",83.92156863,80.37383178,233.372093,vehicle.audi.tt,3.394938469,1.227262259,0,23,23
3376,23,95,34,71,92,52,41,37,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,-0.001987585,-88.58648682,0.002963015,5,5,X,"356,104,905,545
",73.33333333,13.36898396,69.6,vehicle.audi.a2,0.064046681,-126.0161209,-1.67E-09,19,19
3377,23,44,9,93,72,11,42,99,233.372093,80.37383178,83.92156863,vehicle.seat.leon,-0.004671849,1.227254272,0.000381472,18,5,X,"883,484,1045,541
",83.92156863,80.37383178,233.372093,vehicle.nissan.micra,-0.067810111,1.226861,0.009147012,17,17
3378,23,1,23,79,71,51,80,21,350.3571429,100,65.88235294,vehicle.audi.tt,-2.048155069,-178.7733002,-0.026458738,21,5,X,"1255,484,1445,541
",65.88235294,100,350.3571429,vehicle.audi.a2,0.064101323,-178.7726898,0,26,26
3379,20,67,14,85,12,80,16,94,350.3571429,100,65.88235294,vehicle.audi.etron,0,-178.7727051,0,21,5,X,"453,479,670,541
",65.88235294,100,350.3571429,vehicle.tesla.model3,2.732089281,1.231527328,-0.045562737,20,20
3380,9,1,39,66,47,20,82,50,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,-3.040499449,-178.7744751,3.54E-05,23,5,X,"1300,477,1516,540
",40.39215686,83.49514563,226.0465116,vehicle.volkswagen.t2,0.000478113,-85.82790375,0.005462155,9,9
3381,6,81,54,28,16,5,38,29,350.3571429,100,65.88235294,vehicle.audi.tt,0.004822113,-178.7725983,-0.000946045,18,5,X,"982,489,1143,541
",65.88235294,100,350.3571429,vehicle.audi.etron,0,-178.7727051,0,25,25
3382,22,82,37,63,54,77,35,0,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0.000860604,-89.99999237,0.005416429,10,5,X,"1204,346,1569,543
",28.62745098,83.56164384,0,vehicle.nissan.micra,0.174381554,1.228322506,0.024819555,17,17
3383,16,66,57,14,55,19,26,11,350.3571429,100,65.88235294,vehicle.audi.tt,0,1.227262974,0,24,5,X,"139,483,388,541
",65.88235294,100,350.3571429,vehicle.nissan.micra,0,91.41353607,0,10,10
3384,7,45,55,91,25,38,41,67,350.3571429,100,65.88235294,vehicle.audi.tt,0.00505434,-178.7726898,-0.000732422,18,5,X,"915,488,1076,541
",65.88235294,100,350.3571429,vehicle.chevrolet.impala,-0.002226642,-88.58641815,0.003158955,6,6
3385,20,1,28,83,92,1,89,89,0,83.56164384,28.62745098,vehicle.volkswagen.t2,-0.003087245,1.227258325,0.001929913,16,5,X,"1069,445,1297,541
",28.62745098,83.56164384,0,vehicle.jeep.wrangler_rubicon,0,1.227262974,0,18,18
3386,20,5,0,50,10,2,0.75,0,350.3571429,100,65.88235294,vehicle.audi.a2,0.064128645,1.227261066,0,18,5,X,"457,471,660,541
",65.88235294,100,350.3571429,vehicle.bmw.grandtourer,0.00071034,-88.58641815,0.005150099,14,14
3387,8,83,23,62,38,17,0,18,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0.00073083,-88.58641815,0.005452277,10,5,X,"931,371,1105,542
",28.62745098,83.56164384,0,vehicle.chevrolet.impala,1.650631189,1.22830689,0.003381026,20,20
3388,5,43,27,12,39,5,45,88,0,0,42.74509804,vehicle.bmw.grandtourer,0,1.227262974,0,24,5,X,"179,472,441,541
",42.74509804,0,0,vehicle.toyota.prius,0.000102453,-88.58641815,0,3,3
3389,9,35,7,54,21,69,35,81,0,0,85.09803922,vehicle.citroen.c3,-0.000245887,-78.00888824,0.005082835,10,5,X,"1151,401,1353,543
",85.09803922,0,0,vehicle.nissan.patrol,0.000286868,-83.87319183,0.005362905,9,9
3390,15,19,36,54,84,50,26,98,350.3571429,100,65.88235294,vehicle.audi.tt,-0.005068,1.227261543,0.000723938,16,5,X,"901,481,1084,541
",65.88235294,100,350.3571429,vehicle.bmw.grandtourer,2.501454115,1.261129737,0.001083656,21,21
3391,17,21,63,59,55,84,70,15,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,1.227262974,0,16,5,X,"560,472,781,541
",83.92156863,80.37383178,233.372093,vehicle.nissan.patrol,0,-178.7727051,0,22,22
3392,9,14,24,67,88,49,55,42,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,1.227262974,0,21,5,X,"227,458,492,541
",73.33333333,13.36898396,69.6,vehicle.citroen.c3,0,-178.7727051,0,20,20
3393,13,48,60,31,37,34,3,100,350.3571429,100,65.88235294,vehicle.audi.a2,0.058978681,1.227262855,0.000737019,18,5,X,"941,481,1083,541
",65.88235294,100,350.3571429,vehicle.bmw.grandtourer,-0.004275698,-88.5869751,0.003272598,7,7
3394,23,96,61,2,6,92,97,52,0,0,85.09803922,vehicle.citroen.c3,-3.152002335,-178.7726898,-3.34E-09,24,5,X,"1327,473,1508,538
",85.09803922,0,0,vehicle.audi.etron,0.001762189,-100.9598465,0.004937709,10,10
3395,20,8,68,43,8,62,80,74,0,100,100,vehicle.toyota.prius,0.000102453,-89.99999237,1.50E-07,6,5,X,"1557,-835,6818,572
",100,100,0,vehicle.jeep.wrangler_rubicon,0,1.227262974,0,25,25
3396,17,66,89,21,95,1,61,45,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,91.41353607,0,11,5,X,"-100,371,470,544
",83.92156863,80.37383178,233.372093,vehicle.chevrolet.impala,0,91.41353607,0,16,16
3397,23,88,5,73,76,13,24,70,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,44.83520126,0,20,5,X,"238,442,375,541
",73.33333333,13.36898396,69.6,vehicle.audi.a2,0.064039849,1.227260232,-5.21E-11,19,19
3398,18,33,81,97,79,93,87,97,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-178.7727051,0,21,5,X,"534,489,753,541
",56.07843137,57.34265734,221.7073171,vehicle.chevrolet.impala,0,59.26280975,0,18,18
3399,5,24,51,60,10,91,25,23,350.3571429,100,65.88235294,vehicle.audi.tt,0,-178.7727051,0,25,5,X,"188,488,413,541
",65.88235294,100,350.3571429,vehicle.nissan.patrol,-0.000642038,1.227270484,0.001705401,18,18
3400,14,6,24,14,62,23,35,79,0,0,95.29411765,vehicle.nissan.micra,0.005006528,-178.7726898,-0.000732422,18,5,X,"960,484,1098,540
",95.29411765,0,0,vehicle.tesla.model3,-0.068479471,1.226981997,0.009705461,16,16
3401,14,99,8,82,64,57,38,53,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,91.41353607,0,18,5,X,"275,459,528,542
",83.92156863,80.37383178,233.372093,vehicle.citroen.c3,0.002677434,-178.7726898,-0.001190186,18,18
3402,21,86,9,66,74,4,79,19,350.3571429,100,65.88235294,vehicle.audi.tt,0,-178.7727051,0,20,5,X,"519,488,710,541
",65.88235294,100,350.3571429,vehicle.volkswagen.t2,0.001994415,-178.7726898,-0.001281738,19,19
3403,20,61,90,0,66,81,76,41,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0.015122038,-178.7729797,-0.003936767,20,5,X,"1078,486,1267,541
",40.39215686,83.49514563,226.0465116,vehicle.audi.a2,0.064832151,-94.05560303,0.004073603,8,8
3404,20,95,10,85,16,56,52,90,350.3571429,100,65.88235294,vehicle.audi.etron,0,91.41353607,0,15,5,X,"146,421,528,543
",65.88235294,100,350.3571429,vehicle.bmw.grandtourer,0,137.5386047,0,15,15
3405,16,2,90,91,11,94,38,47,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,123.7865448,0,15,5,X,"471,420,743,542
",28.62745098,83.56164384,0,vehicle.bmw.grandtourer,0,82.77181244,0,14,14
3406,13,19,30,77,25,2,14,19,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,1.227262974,0,17,5,X,"698,482,929,541
",56.07843137,57.34265734,221.7073171,vehicle.chevrolet.impala,0,1.227262974,0,20,20
3407,23,69,88,69,3,46,95,71,350.3571429,100,65.88235294,vehicle.audi.etron,0,91.41353607,0,17,5,X,"245,446,540,542
",65.88235294,100,350.3571429,vehicle.citroen.c3,-3.207641125,-178.7726898,0,23,23
3408,20,46,60,13,73,11,59,5,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,-0.003449245,-88.58703613,0.002659361,7,5,X,"791,350,1074,545
",40.39215686,83.49514563,226.0465116,vehicle.audi.etron,0,1.227262974,0,26,26
3409,8,54,65,67,13,95,61,56,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,1.227262974,0,19,5,X,"322,458,577,541
",73.33333333,13.36898396,69.6,vehicle.jeep.wrangler_rubicon,0.091715775,-178.7733002,-0.010833738,19,19
3410,2,81,89,10,76,72,40,51,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-178.7727051,0,18,5,X,"762,469,914,541
",85.09803922,0,0,vehicle.volkswagen.t2,0,96.28227997,0,13,13
3411,19,55,15,78,6,80,5,88,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,-178.7727051,0,19,5,X,"629,468,796,541
",85.09803922,0,0,vehicle.audi.tt,0.000635208,-87.78264618,0.005057727,8,8
3412,12,86,32,46,35,71,49,55,0,0,95.29411765,vehicle.nissan.micra,-0.005156793,1.227263451,0.000735377,17,5,X,"998,478,1153,540
",95.29411765,0,0,vehicle.seat.leon,0,1.227262974,0,17,17
3413,13,100,100,90,100,7,0.75,0,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,1.227262974,0,17,5,X,"361,469,643,541
",40.39215686,83.49514563,226.0465116,vehicle.nissan.patrol,-0.004152755,-88.58531189,-0.002471924,8,8
3414,13,97,23,42,6,88,30,66,0,0,85.09803922,vehicle.citroen.c3,0,103.1583786,0,12,5,X,"267,408,619,543
",85.09803922,0,0,vehicle.bmw.grandtourer,0,-178.7727051,0,25,25
3415,23,45,58,66,85,64,29,91,0,0,42.74509804,vehicle.bmw.grandtourer,0,91.41353607,0,17,5,X,"394,449,640,541
",42.74509804,0,0,vehicle.audi.a2,0.064101323,-89.99999237,0,18,18
3416,22,89,48,66,72,18,2,36,350.3571429,100,65.88235294,vehicle.audi.etron,0.001891962,-114.7681503,0.002335531,13,5,X,"806,436,994,543
",65.88235294,100,350.3571429,vehicle.toyota.prius,-0.002049057,-56.50678635,0.004711941,14,14
3417,8,58,97,38,81,95,23,93,350.3571429,100,65.88235294,vehicle.audi.a2,0.063124605,-70.18998718,0.005168131,11,5,X,"1070,432,1198,542
",65.88235294,100,350.3571429,vehicle.nissan.patrol,0,1.227262974,0,19,19
3418,10,32,16,50,27,60,7,46,350.3571429,100,65.88235294,vehicle.audi.tt,0,-178.7727051,0,23,5,X,"385,490,583,541
",65.88235294,100,350.3571429,vehicle.seat.leon,-0.005129472,1.227262974,0.000715733,16,16
3419,12,18,66,91,37,93,50,58,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,1.227262974,0,17,5,X,"506,446,746,541
",28.62745098,83.56164384,0,vehicle.citroen.c3,-0.000184415,1.227402329,0.000514491,18,18
3420,11,1,100,35,12,11,56,56,350.3571429,100,65.88235294,vehicle.audi.etron,-0.001407019,-64.32588196,0.004979027,12,5,X,"989,432,1161,543
",65.88235294,100,350.3571429,vehicle.toyota.prius,0.000102453,1.227263331,1.21E-08,17,17
3421,13,5,0,0,10,2,0.75,0,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0.00254766,-178.7726898,-0.000335693,19,5,X,"845,473,1014,540
",73.33333333,13.36898396,69.6,vehicle.jeep.wrangler_rubicon,0,134.1005859,0,15,15
3422,13,60,0,0,10,3,0.75,0,0,0,95.29411765,vehicle.nissan.micra,-0.005156793,1.227263451,0.000734213,15,5,X,"923,472,1088,541
",95.29411765,0,0,vehicle.nissan.patrol,-0.004760642,-88.58648682,0.003008821,7,7
3423,17,0,89,34,53,5,81,45,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,1.227262974,0,16,5,X,"607,457,831,541
",73.33333333,13.36898396,69.6,vehicle.tesla.model3,0.018168302,-178.772934,-0.003936768,20,20
3424,16,43,33,61,83,44,95,37,0,0,95.29411765,vehicle.nissan.micra,-0.004610377,-88.58574677,-0.000793457,8,5,X,"1050,383,1297,542
",95.29411765,0,0,vehicle.audi.tt,-6.15E-05,1.227264643,0.001851139,18,18
3425,15,44,52,66,99,79,26,14,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-178.7727051,0,20,5,X,"489,462,693,541
",28.62745098,83.56164384,0,vehicle.volkswagen.t2,0,1.227262974,0,16,16
3426,24,27,49,67,51,67,80,85,233.372093,80.37383178,83.92156863,vehicle.seat.leon,-0.00143434,1.227262378,0.001562113,16,5,X,"1108,472,1324,541
",83.92156863,80.37383178,233.372093,vehicle.seat.leon,0,120.3485031,0,15,15
3427,6,91,67,56,30,77,97,44,0,0,42.74509804,vehicle.bmw.grandtourer,-0.005095321,1.227263451,0.000733309,16,5,X,"943,467,1147,541
",42.74509804,0,0,vehicle.audi.tt,0,1.227262974,0,22,22
3428,18,77,99,27,11,97,17,33,0,0,95.29411765,vehicle.nissan.micra,-0.005190943,1.227263451,0.000735527,16,5,X,"920,477,1072,540
",95.29411765,0,0,vehicle.toyota.prius,0.000102453,1.227263331,2.41E-08,24,24
3429,12,48,35,26,91,86,21,39,0,0,85.09803922,vehicle.citroen.c3,0,-178.7727051,0,20,5,X,"535,480,711,541
",85.09803922,0,0,vehicle.audi.etron,0,93.13258362,0,12,12
3430,15,25,51,73,3,25,10,90,350.3571429,100,65.88235294,vehicle.audi.a2,-0.04018883,1.227317333,0.023821728,18,5,X,"1151,478,1323,541
",65.88235294,100,350.3571429,vehicle.volkswagen.t2,0,1.227262974,0,19,19
3431,23,55,32,24,86,78,9,5,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0.000744491,-178.7726898,-0.000305176,19,5,X,"828,471,971,541
",85.09803922,0,0,vehicle.nissan.patrol,-0.003756604,1.227255702,0.000433407,15,15
3432,20,5,0,50,10,2,0.75,0,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,-0.010955622,-89.99999237,0.003137406,9,5,X,"1159,371,1615,545
",56.07843137,57.34265734,221.7073171,vehicle.nissan.patrol,-0.006010566,-88.58648682,0.002988215,7,7
3433,20,20,30,50,30,2,0.75,0,350.3571429,100,65.88235294,vehicle.audi.tt,-0.00180317,-58.46164703,0.004424741,13,5,X,"1118,452,1273,542
",65.88235294,100,350.3571429,vehicle.bmw.grandtourer,0,-88.58644104,0,4,4
3434,12,25,70,47,30,15,53,2,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-178.7727051,0,20,5,X,"725,468,893,541
",28.62745098,83.56164384,0,vehicle.bmw.grandtourer,0,53.19794464,0,19,19
3435,9,69,85,46,12,6,37,21,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-178.7727051,0,20,5,X,"593,489,809,541
",56.07843137,57.34265734,221.7073171,vehicle.jeep.wrangler_rubicon,0,96.28227997,0,12,12
3436,12,33,48,87,27,78,92,75,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,-0.001857811,-89.99712372,0.000730386,10,5,X,"1205,394,1604,544
",40.39215686,83.49514563,226.0465116,vehicle.nissan.patrol,0,1.227262974,0,23,23
3437,14,56,94,44,85,69,14,60,0,0,42.74509804,vehicle.bmw.grandtourer,0,-178.7727051,0,22,5,X,"380,478,601,541
",42.74509804,0,0,vehicle.nissan.micra,0,-178.7727051,0,20,20
3438,15,8,66,93,84,41,34,53,0,0,95.29411765,vehicle.nissan.micra,0,1.227262974,0,20,5,X,"485,481,661,540
",95.29411765,0,0,vehicle.jeep.wrangler_rubicon,0,1.227262974,0,26,26
3439,8,39,100,16,73,85,90,59,350.3571429,100,65.88235294,vehicle.audi.tt,0.000293698,-83.87316132,0.00517018,9,5,X,"963,410,1155,544
",65.88235294,100,350.3571429,vehicle.citroen.c3,0.029192226,-89.99962616,-1.793029308,17,17
3440,7,16,41,98,2,70,57,91,350.3571429,100,65.88235294,vehicle.audi.etron,0,1.227262974,0,23,5,X,"17,464,336,542
",65.88235294,100,350.3571429,vehicle.toyota.prius,-2.238123178,-178.7392883,-0.018066399,23,23
3441,19,87,61,76,51,41,24,73,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,96.28227997,0,11,5,X,"185,403,591,543
",83.92156863,80.37383178,233.372093,vehicle.citroen.c3,-0.004303019,1.227262855,0.00182543,16,16
3442,6,79,51,21,50,32,32,26,0,0,85.09803922,vehicle.citroen.c3,0.000949396,-178.7726898,-0.000244141,19,5,X,"819,482,964,541
",85.09803922,0,0,vehicle.toyota.prius,-0.002349585,1.227260232,0.001788836,16,16
3443,2,48,32,62,13,12,66,75,350.3571429,100,65.88235294,vehicle.audi.etron,-0.001987585,-88.58648682,0.002838352,5,5,X,"437,204,921,550
",65.88235294,100,350.3571429,vehicle.tesla.model3,-0.007294642,-88.58648682,0.002832435,6,6
3444,12,53,52,88,89,57,89,40,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,57.3037262,0,18,5,X,"331,461,465,541
",83.92156863,80.37383178,233.372093,vehicle.chevrolet.impala,0,-178.7727051,0,20,20
3445,18,95,84,73,58,61,57,9,0,0,85.09803922,vehicle.citroen.c3,0,1.227262974,0,18,5,X,"521,471,722,541
",85.09803922,0,0,vehicle.nissan.patrol,0,-178.7727051,0,19,19
3446,13,8,74,94,21,92,9,90,0,83.56164384,28.62745098,vehicle.volkswagen.t2,2.926203251,1.232827783,0.000549249,21,5,X,"1342,446,1580,539
",28.62745098,83.56164384,0,vehicle.toyota.prius,0.000102453,1.227263331,0,22,22
3447,24,53,69,0,96,13,21,6,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,1.227262974,0,21,5,X,"415,460,633,541
",28.62745098,83.56164384,0,vehicle.audi.tt,0.002049057,-104.411972,0.00466362,11,11
3448,7,12,90,80,31,32,3,29,350.3571429,100,65.88235294,vehicle.audi.a2,0.064033017,1.227260947,5.21E-11,19,5,X,"562,479,733,541
",65.88235294,100,350.3571429,vehicle.toyota.prius,2.921196699,1.227280021,8.02E-05,20,20
3449,5,11,18,52,58,95,51,5,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0.00508849,-178.7726898,-0.000762939,19,5,X,"967,487,1121,541
",83.92156863,80.37383178,233.372093,vehicle.nissan.patrol,0.019315774,-90.00149536,0.241208866,15,15
3450,16,18,72,92,46,96,46,3,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,120.3485031,0,15,5,X,"416,455,677,542
",83.92156863,80.37383178,233.372093,vehicle.bmw.grandtourer,0.031958453,-178.7718658,-0.014953611,20,20
3451,10,59,65,96,34,77,100,46,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,91.41353607,0,17,5,X,"261,457,570,542
",56.07843137,57.34265734,221.7073171,vehicle.bmw.grandtourer,0.770315528,1.228080988,0.02432582,17,17
3452,9,75,64,87,81,87,13,67,0,0,95.29411765,vehicle.nissan.micra,0,1.227262974,0,19,5,X,"519,480,694,540
",95.29411765,0,0,vehicle.nissan.patrol,-0.058439095,1.226771474,0.008237111,16,16
3453,24,32,51,88,69,75,80,27,0,0,95.29411765,vehicle.nissan.micra,0.000560076,-87.78264618,0.005189711,8,5,X,"1073,391,1315,542
",95.29411765,0,0,vehicle.audi.tt,0,-178.7727051,0,20,20
3454,8,10,65,6,61,94,44,53,0,100,100,vehicle.toyota.prius,0.00073766,-88.58641815,0.004942064,14,5,X,"870,459,979,541
",100,100,0,vehicle.chevrolet.impala,0,127.2245331,0,14,14
3455,7,38,42,44,68,21,55,96,0,83.56164384,28.62745098,vehicle.volkswagen.t2,3.03158617,1.227095366,-0.000946048,21,5,X,"1391,437,1653,538
",28.62745098,83.56164384,0,vehicle.audi.a2,0.064039849,1.227260113,0,18,18
3456,13,60,100,24,30,12,24,37,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,130.6625977,0,14,5,X,"613,422,863,542
",28.62745098,83.56164384,0,vehicle.chevrolet.impala,0.003831736,-178.7726898,-0.000274658,18,18
3457,14,18,79,44,86,5,24,47,350.3571429,100,65.88235294,vehicle.audi.tt,0,1.227262974,0,22,5,X,"137,480,398,542
",65.88235294,100,350.3571429,vehicle.citroen.c3,-0.003087245,1.227257371,0.000507769,15,15
3458,8,26,4,56,53,80,78,14,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,-0.001891962,-58.4615593,0.004687932,14,5,X,"997,457,1178,542
",56.07843137,57.34265734,221.7073171,vehicle.toyota.prius,0.000102453,-121.6723785,7.10E-07,13,13
3459,21,32,41,97,23,57,86,40,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,-3.40176177,-178.7726746,0,23,5,X,"1350,473,1604,538
",56.07843137,57.34265734,221.7073171,vehicle.audi.tt,0.096332982,-89.99981689,-1.724914432,16,16
3460,8,42,76,42,17,62,19,76,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,1.227262974,0,17,6,X,"721,461,893,541
",85.09803922,0,0,vehicle.citroen.c3,0,91.41353607,0,11,11
